Date,Temperature_C,Humidity,Wind_Speed,Solar_Radiation,Pressure,Month,Day_of_Year,Quarter,Week_of_Year,Day_of_Week,Is_Weekend,Temp_Humidity_Interaction,Wind_Solar_Interaction,Pressure_Temp_Interaction,Temperature_Squared,Humidity_Squared,Wind_Speed_Sqrt,Temp_MA_7,Temp_MA_30,Energy_MA_7,Temp_Lag_1,Temp_Lag_7,Energy_Lag_1,Season_Encoded,Temp_Category_Encoded,Season_Autumn,Season_Spring,Season_Summer,Season_Winter,TempCat_Cold,TempCat_Cool,TempCat_Moderate,TempCat_Hot
1984-05-24,8.5,89.42594934692806,1.7666876689271453,54.54960434558861,1013.6899756116248,5,145,2,21,3,0,760.1205694488885,96.37211334220602,8616.36479269881,72.25,7997.000416599344,1.3291680363773217,9.571428571428571,8.33,1057.1636131600662,9.3,7.5,887.2196565825641,1,1,False,True,False,False,False,True,False,False
1982-09-13,3.6,53.142883168320324,7.729500440141046,449.9740861824586,1030.0,9,256,3,37,0,0,191.31437940595316,3478.074897199379,3708.0,12.96,2824.1660314417436,2.7801979138437334,6.571428571428571,7.823333333333333,1158.1257560370568,9.0,8.2,1001.8474849375884,0,0,True,False,False,False,True,False,False,False
1986-03-18,11.1,59.99270765365985,0.47600213390725826,332.25512058805856,1002.5675659082561,3,77,1,12,1,0,665.9190549556243,158.1541464015293,11128.499981581643,123.21,3599.124971617497,0.6899290788967067,12.542857142857143,13.81,982.9389430165629,11.6,12.7,990.5586785818731,1,1,False,True,False,False,False,True,False,False
1989-10-03,5.1,36.79984949138354,1.4511171145771375,179.156822129109,994.1455782717595,10,276,4,40,1,0,187.67923240605603,259.9775307848021,5070.142449185973,26.009999999999998,1354.2289225884813,1.2046232251526356,8.72857142857143,8.423333333333334,1129.2027803781355,6.2,5.8,1175.1033075717612,0,1,True,False,False,False,False,True,False,False
1989-07-02,7.1,89.74221341485881,0.010726691508605517,101.66460282413917,1025.6222675392535,7,183,3,26,6,1,637.1697152454975,1.090524831839446,7281.9180995287,50.41,8053.6648685980645,0.10356974224456444,3.9571428571428577,6.873333333333333,1256.1492164939314,6.0,4.5,1091.193288738467,2,1,False,False,True,False,False,True,False,False
1986-06-20,5.7,81.05225357474642,2.607541593508799,324.84592514253836,1025.7043335566477,6,171,2,25,4,0,461.9978453760546,847.0492612910144,5846.514701272892,32.49,6569.4678095449935,1.6147884051815578,7.228571428571429,8.809999999999999,1075.841292026731,8.6,7.0,909.8378345875099,2,1,False,False,True,False,False,True,False,False
1987-05-07,9.9,77.58410750704418,0.7632799121552398,70.7085814570076,1018.7028230442033,5,127,2,19,3,0,768.0826643197374,53.97043984312638,10085.157948137614,98.01,6019.29373766459,0.8736589220944521,10.114285714285714,11.190000000000001,994.5131060681454,11.8,11.6,743.0822457875609,1,1,False,True,False,False,False,True,False,False
1990-05-24,10.0,71.66297490936007,4.083469956118172,112.64112856948702,1018.0323740387722,5,144,2,21,3,0,716.6297490936007,459.96666433674454,10180.323740387723,100.0,5135.581972859572,2.0207597472530403,7.814285714285715,10.379999999999999,1141.2888525439873,7.2,13.4,1242.5035999385261,1,1,False,True,False,False,False,True,False,False
1981-03-06,14.3,77.18788733591298,2.987806330962544,219.69009224010128,1015.902750174592,3,65,1,10,4,0,1103.7867889035556,656.3914484447199,14527.409327496667,204.49,5957.969951381595,1.7285272144118946,16.885714285714286,17.203333333333333,994.6293440260636,13.3,17.5,1001.5876797880693,1,1,False,True,False,False,False,True,False,False
1989-12-16,12.6,74.69734306588656,1.02216889073282,368.6450867388158,1030.0,12,350,4,50,5,1,941.1865226301705,376.81753938591953,12978.0,158.76,5579.69306110275,1.011023684555817,13.928571428571429,14.56,984.5847263414746,12.2,14.1,1069.3097945894926,3,1,False,False,False,True,False,True,False,False
1987-01-14,16.6,45.60090563193255,6.749331588443348,84.82061578616928,1011.3637455122691,1,14,1,3,2,0,756.9750334900804,572.4824614768089,16788.638175503667,275.56000000000006,2079.442594452418,2.5979475723045966,12.528571428571427,13.186666666666666,1034.9306548390941,13.0,16.8,911.9252131487465,3,3,False,False,False,True,False,False,True,False
1988-04-28,17.6,56.91737215710893,1.3576261957560347,108.58679639960923,1007.0405328888377,4,119,2,17,3,0,1001.7457499651173,147.42027930533655,17723.913378843543,309.76000000000005,3239.5872532708386,1.1651721742970156,13.985714285714286,13.043333333333333,983.4886711157293,13.7,11.1,1013.6783933238318,1,3,False,True,False,False,False,False,True,False
1984-06-14,8.1,73.37490368782584,0.45695668190800054,203.2963999444146,1008.2302061067726,6,166,2,24,3,0,594.3367198713893,92.89764836244152,8166.664669464858,65.61,5383.876491197718,0.675985711319404,6.057142857142857,8.396666666666667,1159.8212692666077,4.3,9.3,1255.6415177015094,2,1,False,False,True,False,False,True,False,False
1989-05-05,10.4,75.71914685954927,0.8848184141235338,230.71381602865634,1022.173182278767,5,125,2,18,4,0,787.4791273393124,204.13983281486443,10630.601095699176,108.16000000000001,5733.38920113799,0.9406478693557615,13.299999999999999,12.21,962.3055708406713,14.4,15.8,898.2904171730447,1,1,False,True,False,False,False,True,False,False
1987-04-18,10.4,86.02397889419645,4.83451604735881,86.40790699664271,1012.4311385045744,4,108,2,16,5,1,894.649380499643,417.7404129939568,10529.283840447573,108.16000000000001,7400.124944789156,2.198753293882424,11.842857142857143,12.553333333333335,1009.6506002912904,10.4,14.0,1135.7202768784744,1,1,False,True,False,False,False,True,False,False
1986-11-10,9.7,46.41339386519149,14.280128770521504,68.26268247190175,1023.490007010654,11,314,4,46,0,0,450.2099204923574,974.7998959199782,9927.853068003344,94.08999999999999,2154.2031300853946,3.7789057636466015,13.314285714285715,10.513333333333334,1002.2817395021176,12.5,9.1,1162.6595264823177,0,1,True,False,False,False,False,True,False,False
1990-03-10,15.3,66.15734744326575,4.72571908973951,201.79985591472453,1024.092275359342,3,69,1,10,5,1,1012.207415881966,953.6494314028962,15668.611812997933,234.09000000000003,4376.7946207289815,2.173871911990104,15.585714285714285,16.2,966.3983018304087,13.0,19.0,1101.9458856016051,1,3,False,True,False,False,False,False,True,False
1985-05-26,5.5,50.70007087611931,1.9788338950258049,177.15288458478514,1006.0660346306565,5,146,2,21,6,1,278.8503898186562,350.55613261796725,5533.363190468611,30.25,2570.497186843522,1.4067103095612135,7.028571428571429,9.34,1109.2575496495756,5.4,6.9,1249.2125949025735,1,1,False,True,False,False,False,True,False,False
1985-10-27,9.2,84.72371680376071,4.411577383388659,52.06010426499466,1003.7466362856147,10,300,4,43,6,1,779.4581945945985,229.66717855230593,9234.469053827655,84.63999999999999,7178.1081890438445,2.100375533895941,9.571428571428571,10.133333333333331,1044.5690999859305,6.5,7.1,1127.8162899712897,0,1,True,False,False,False,False,True,False,False
1985-03-25,13.3,58.14355615120592,0.9314084851703734,418.57060605161286,1015.6454061573617,3,84,1,13,0,0,773.3092968110387,389.8602141193779,13508.083901892911,176.89000000000001,3380.673121908436,0.9650950653538611,17.085714285714285,15.633333333333333,933.246488858975,16.5,16.8,999.5759449394166,1,1,False,True,False,False,False,True,False,False
1982-07-22,0.9,49.87870533623894,0.9032398814306208,77.8482269293596,1011.400491154317,7,203,3,29,3,0,44.890834802615046,70.31562326125882,910.2604420388853,0.81,2487.8852460193507,0.9503893315008438,2.8142857142857145,4.406666666666667,1260.067449098062,0.8,3.3,1179.1792776158004,2,0,False,False,True,False,True,False,False,False
1982-12-16,13.9,64.43547946362727,6.795911645225018,134.15345207672817,1007.3977837223513,12,350,4,50,3,0,895.6531645444192,911.6950072153733,14002.829193740683,193.21,4151.931013707533,2.6068969379753044,14.414285714285715,12.826666666666666,916.985104374731,15.3,13.0,825.5109213690938,3,1,False,False,False,True,False,True,False,False
1987-08-20,8.0,82.54384988641661,1.0044166619550294,610.0218168645343,1011.516678936988,8,232,3,34,3,0,660.3507990913329,612.7160770148179,8092.133431495904,64.0,6813.487154071279,1.0022058979845556,7.557142857142857,7.103333333333334,1075.9578266617762,4.3,7.0,1452.1131732522008,2,1,False,False,True,False,False,True,False,False
1982-03-08,19.1,34.411517333598496,3.271300932043419,336.40962979776606,1023.5666194926102,3,67,1,10,0,0,657.2599810717313,1100.4971355058137,19550.122432308857,364.81000000000006,1184.1525252005497,1.8086738047650879,16.3,16.243333333333332,911.7348003807932,16.7,11.9,783.708174688225,1,3,False,True,False,False,False,False,True,False
1984-01-06,16.3,79.97015164789478,0.2211044727978594,389.4280426816903,1018.5747052809187,1,6,1,1,4,0,1303.513471860685,86.10428206983742,16602.767696078976,265.69,6395.225154587289,0.47021747393930335,15.857142857142858,14.986666666666668,993.189036581567,11.0,20.4,1031.4621342455666,3,3,False,False,False,True,False,False,True,False
1982-10-17,7.5,95.0,1.2759032077210986,213.49411980932948,1013.2691172414136,10,290,4,41,6,1,712.5,272.397832294316,7599.518379310602,56.25,9025.0,1.1295588553595153,9.37142857142857,8.306666666666667,1098.990146895338,9.8,9.4,930.1620250795795,0,1,True,False,False,False,False,True,False,False
1981-03-21,8.1,35.18646628098661,8.118673990418646,126.03306342422076,1003.9349271450219,3,80,1,12,5,1,285.0103768759915,1023.2213539550046,8131.872909874677,65.61,1238.0874093430075,2.8493286911865128,12.77142857142857,14.790000000000001,969.6462626994269,16.7,11.3,928.1525087546513,1,1,False,True,False,False,False,True,False,False
1985-11-11,14.4,53.86294121452927,9.343204928369175,193.58842669444365,1011.6253623026099,11,315,4,46,0,0,775.6263534892215,1808.7363423667607,14567.405217157582,207.36,2901.216436279836,3.0566656553128566,14.957142857142856,11.3,990.7561204023038,13.2,12.6,1006.459366017507,0,1,True,False,False,False,False,True,False,False
1985-05-12,11.3,30.0,0.26322302457877345,75.93683306322737,1022.8113915357169,5,132,2,19,6,1,339.0,19.988322875836115,11557.768724353602,127.69000000000001,900.0,0.5130526528327999,11.8,10.953333333333335,972.9430960347547,13.4,13.6,953.7634043991535,1,1,False,True,False,False,False,True,False,False
1990-01-15,14.7,82.05971813547094,1.058524436342255,85.20294568591795,1003.5541230923168,1,15,1,3,0,0,1206.2778565914227,90.18940005688607,14752.245609457055,216.08999999999997,6733.797340472939,1.0288461674819298,17.614285714285717,14.813333333333333,930.7337468935623,15.8,14.8,844.5000503184569,3,1,False,False,False,True,False,True,False,False
1983-10-10,8.3,95.0,0.41304022121092526,143.98918401890634,1014.3067489989262,10,283,4,41,0,0,788.5000000000001,59.4733244191497,8418.746016691088,68.89000000000001,9025.0,0.6426820529709268,7.271428571428571,8.606666666666666,1204.6428644397536,6.0,7.7,1324.6916730081798,0,1,True,False,False,False,False,True,False,False
1982-09-20,4.2,63.11319619850528,3.995594323932003,161.3966122054908,1027.5953817487793,9,263,3,38,0,0,265.0754240337222,644.8753876301138,4315.900603344873,17.64,3983.275534391021,1.9988982775349033,8.185714285714287,7.836666666666668,1118.2296971668363,5.7,3.6,1132.7667951601452,0,0,True,False,False,False,True,False,False,False
1985-01-16,15.9,74.72420650765788,2.709555660736062,245.36261708547903,1021.0328003597174,1,16,1,3,2,0,1188.1148834717603,664.8236680569745,16234.421525719506,252.81,5583.707038199101,1.6460727993427453,15.542857142857143,13.896666666666667,987.7131850923536,16.5,14.4,878.9277374420535,3,3,False,False,False,True,False,False,True,False
1985-11-30,12.8,75.07010114675698,1.00854255908933,140.39406499718868,1008.8545388571222,11,334,4,48,5,1,960.8972946784894,141.5933895932184,12913.338097371165,163.84000000000003,5635.520086184324,1.0042621963856502,14.12857142857143,13.073333333333332,952.2786150939498,12.5,8.8,994.4639929226032,0,1,True,False,False,False,False,True,False,False
1982-07-15,3.3,69.34662285344619,0.9819569570060966,408.5563986491917,1014.4342186871507,7,196,3,28,3,0,228.84385541637243,401.18479798293,3347.632921667597,10.889999999999999,4808.954101178106,0.9909374132638734,4.771428571428571,5.4433333333333325,1162.8019724091962,5.6,5.3,1034.3936788603328,2,0,False,False,True,False,True,False,False,False
1985-04-14,21.8,78.26068094541574,7.020923442565093,160.30596098472515,1024.453242656989,4,104,2,15,6,1,1706.0828446100631,1125.495879460582,22333.08068992236,475.24,6124.734182040159,2.649702519635948,17.685714285714287,16.279999999999998,883.5893409839658,18.2,16.2,890.0748817234238,1,3,False,True,False,False,False,False,True,False
1986-10-03,9.9,70.64614289146274,2.9591676680266468,183.1872168789783,1023.5028199339777,10,276,4,40,4,0,699.3968146254812,542.0816893840578,10132.677917346378,98.01,4990.8775054409725,1.720223144835183,9.6,9.236666666666668,1037.7945896146214,16.2,12.5,1160.6287925308848,0,1,True,False,False,False,False,True,False,False
1989-11-16,13.8,79.06873306265983,0.4380255848941653,428.62443699955594,1019.4740752659977,11,320,4,46,3,0,1091.1485162647057,187.7484697166628,14068.74223867077,190.44000000000003,6251.8645481341555,0.6618350133486179,11.614285714285716,11.016666666666667,1041.7316565971867,13.2,8.3,1180.074804774006,0,1,True,False,False,False,False,True,False,False
1990-10-29,13.6,54.56457684204404,0.2717163686651884,150.2352955561417,1011.0412561349683,10,302,4,44,0,0,742.078245051799,40.821388953856136,13750.161083435569,184.95999999999998,2977.2930459513286,0.5212642023630516,13.514285714285716,11.066666666666666,973.5401230959095,18.4,9.0,816.029091246589,0,1,True,False,False,False,False,True,False,False
1987-05-31,7.8,75.48242630303803,1.515755240701645,62.43738404210446,1005.8373305811093,5,151,2,22,6,1,588.7629251636965,94.6397920775211,7845.531178532652,60.839999999999996,5697.596680593567,1.2311601198469861,7.314285714285715,9.9,1064.9279430956155,10.8,12.3,819.6767004781641,1,1,False,True,False,False,False,True,False,False
1983-10-03,7.7,70.90228078132624,3.712324545842606,101.26160740584409,1023.7484872168063,10,276,4,40,0,0,545.947562016212,375.91595072419244,7882.863351569409,59.290000000000006,5027.133419994025,1.9267393559697186,10.985714285714286,9.186666666666667,1011.6708934335473,13.9,3.5,1077.3066981373736,0,1,True,False,False,False,False,True,False,False
1990-11-14,14.6,95.0,0.20543637610914015,134.09272789194247,999.4968219016847,11,318,4,46,2,0,1387.0,27.54752408070968,14592.653599764597,213.16,9025.0,0.45325089752712033,12.799999999999999,12.96,1038.6183308571005,13.8,19.2,972.6530767839512,0,1,True,False,False,False,False,True,False,False
1984-11-25,14.6,49.327862089684494,2.4102662135435464,271.06135967560465,1010.6282936887407,11,330,4,47,6,1,720.1867865093936,653.330037023285,14755.173087855614,213.16,2433.237978338933,1.5525032088673911,11.8,12.143333333333334,934.6421068920371,8.6,16.0,859.7345868164697,0,1,True,False,False,False,False,True,False,False
1985-10-06,6.1,79.25461387960364,5.801465893154947,138.61244603886635,1020.9659430272294,10,279,4,40,6,1,483.45314466558216,804.1553780612636,6227.892252466099,37.209999999999994,6281.293821205062,2.4086232360323496,9.6,9.056666666666667,1000.443943992818,16.2,8.7,996.6355384606718,0,1,True,False,False,False,False,True,False,False
1990-02-23,17.0,72.54176640342791,0.32576886900605145,57.860483110403216,1022.2567663561076,2,54,1,8,4,0,1233.2100288582747,18.8491441430198,17378.365028053828,289.0,5262.307872929503,0.5707616569164851,16.042857142857144,15.303333333333335,960.135924582734,20.0,15.7,869.1716774384888,3,3,False,False,False,True,False,False,True,False
1986-03-20,17.0,70.54463288297141,0.41382029885646937,190.1217519439974,1010.3552621590309,3,79,1,12,3,0,1199.258759010514,78.67624020858054,17176.039456703526,289.0,4976.5452285932115,0.6432886590454314,14.271428571428572,13.893333333333333,972.924365265374,15.6,11.9,1043.9503597226546,1,3,False,True,False,False,False,False,True,False
1990-12-11,11.1,55.50867455172441,3.1970194089114448,203.17822310378278,1025.8569244647913,12,345,4,50,1,0,616.1462875241409,649.5647227309333,11387.011861559184,123.21,3081.2129504892573,1.7880210873788498,15.971428571428572,13.386666666666665,931.7513362781191,11.0,17.3,836.559440962724,3,1,False,False,False,True,False,True,False,False
1986-10-29,10.7,47.28780777036732,2.2736983769660273,45.02855302264313,1005.8383148352663,10,302,4,44,2,0,505.9795431429303,102.38134792471239,10762.469968737349,114.48999999999998,2236.136763727212,1.50787876733046,7.985714285714286,9.366666666666667,1078.4276848811487,7.2,12.6,1055.4080360387266,0,1,True,False,False,False,False,True,False,False
1987-11-24,11.6,31.71049440878697,1.9683859394708947,174.51367845368702,990.0,11,328,4,48,1,0,367.84173514192884,343.51027091358236,11484.0,134.56,1005.5554556497098,1.402991781683305,14.414285714285713,13.103333333333333,981.731133821081,13.3,15.2,1028.1364092641563,0,1,True,False,False,False,False,True,False,False
1982-03-24,13.2,50.90180320508967,0.8199205754235015,208.68491414527023,1028.5561496146272,3,83,1,12,2,0,671.9038023071836,171.10505488819396,13576.941174913078,174.23999999999998,2590.993569529677,0.9054946578657996,15.0,14.77,941.2991622056783,15.6,15.7,980.9766216936157,1,1,False,True,False,False,False,True,False,False
1982-05-31,7.0,76.33086838738635,0.9463731140985362,57.81522193665879,1011.6971375071608,5,151,2,22,0,0,534.3160787117044,54.71477162649378,7081.879962550126,49.0,5826.401468772497,0.9728171020795925,11.585714285714287,9.653333333333332,1027.7538154063154,11.5,8.6,910.5926673617982,1,1,False,True,False,False,False,True,False,False
1984-01-13,16.5,49.198766552395156,0.20541704418240977,559.5406825783575,998.2380255929409,1,13,1,2,4,0,811.7796481145201,114.9391931150542,16470.927422283523,272.25,2420.518630277076,0.45322957116941276,14.428571428571429,15.303333333333335,917.9613428017614,14.3,16.3,1023.7415679115215,3,3,False,False,False,True,False,False,True,False
1982-08-20,9.4,60.95187597059943,1.1760379876267237,160.4419063673049,1008.2123748091517,8,232,3,33,4,0,572.9476341236347,188.6857766952005,9477.196323206026,88.36000000000001,3715.1311843353365,1.0844528517306429,7.6,6.6033333333333335,1085.1187381356572,6.6,9.0,1073.6470055721181,2,1,False,False,True,False,False,True,False,False
1990-04-01,15.3,49.639571136704305,0.6380967717986442,76.19726237790407,1014.7792101007916,4,91,2,13,6,1,759.4854383915759,48.62122714323487,15526.121914542113,234.09000000000003,2464.087022635927,0.7988095967116596,14.885714285714286,14.620000000000001,928.1915819586502,13.3,16.9,1067.2512208082364,1,3,False,True,False,False,False,False,True,False
1982-10-19,9.8,65.2089393786942,0.3634874466071704,369.7837546418515,1011.9813464835738,10,292,4,42,1,0,639.0476059112032,134.411752771579,9917.417195539025,96.04000000000002,4252.205774894214,0.6028992010337801,9.228571428571428,8.34,1103.4467554317575,5.8,10.9,1257.2333510276817,0,1,True,False,False,False,False,True,False,False
1990-02-10,17.6,72.12751619743072,0.30366680945389424,241.68471131250251,1009.74336778684,2,41,1,6,5,1,1269.4442850747807,73.39162517805313,17771.483273048387,309.76000000000005,5202.378592810631,0.5510597149619034,15.014285714285716,14.990000000000002,1019.0245340782134,16.1,14.8,1147.897208272758,3,3,False,False,False,True,False,False,True,False
1986-10-31,13.9,75.73071973161866,9.876293948579098,142.13006907391437,1003.0465041565384,10,304,4,44,4,0,1052.6570042694993,1403.7183411058297,13942.346407775884,193.21,5735.141911068977,3.142657147793742,10.028571428571427,9.639999999999999,1020.9877821024621,13.1,7.5,1159.2799095073337,0,1,True,False,False,False,False,True,False,False
1990-08-21,9.9,71.36590906791518,6.6383683146564,214.5220417099349,990.9124661049244,8,233,3,34,1,0,706.5224997723603,1424.0763244826305,9810.033414438753,98.01,5093.092977089938,2.5765031175328317,8.542857142857143,8.046666666666667,1021.8981706534827,9.7,9.3,982.664870248472,2,1,False,False,True,False,False,True,False,False
1989-10-31,8.0,75.42804350125999,1.2498165353186503,198.74679608584157,1022.5232040233082,10,304,4,44,1,0,603.4243480100799,248.3970320896888,8180.185632186465,64.0,5689.38974642797,1.117951937839302,10.4,9.846666666666668,1061.7096764827759,13.5,10.2,1077.857626639183,0,1,True,False,False,False,False,True,False,False
1987-05-23,9.5,42.231893799787855,1.1839707059614157,321.24890981823154,1012.0701759265405,5,143,2,21,5,1,401.20299109798464,380.3492985468268,9614.666671302135,90.25,1783.5328539165598,1.0881041797371316,9.585714285714285,10.983333333333333,989.0407977353055,6.6,12.2,1110.7354005625334,1,1,False,True,False,False,False,True,False,False
1982-10-30,13.2,87.55989482874033,0.10295578141717246,221.58544275403943,1021.6570117883462,10,303,4,43,5,1,1155.7906117393723,22.813502409412266,13485.872555606169,174.23999999999998,7666.735182420067,0.32086723331803835,11.228571428571428,9.629999999999999,967.1847012937966,9.0,10.6,955.4312979267074,0,1,True,False,False,False,False,True,False,False
1982-09-30,6.3,66.09976950782605,1.595759143339993,225.34882410009502,1004.2134731937089,9,273,3,39,3,0,416.42854789930414,359.6024464986424,6326.544881120366,39.69,4369.179528987731,1.2632336060048406,8.185714285714285,7.28,1021.646022591564,6.3,6.3,1213.8805058400344,0,1,True,False,False,False,False,True,False,False
1986-02-18,12.7,76.6949079840401,0.49103344634791635,641.3261146538761,1010.1752228921678,2,49,1,8,1,0,974.0253313973092,314.9125723114117,12829.22533073053,161.29,5882.108910680377,0.7007377871557351,16.257142857142856,14.636666666666667,911.6313686003506,17.4,14.5,934.8936705041216,3,1,False,False,False,True,False,True,False,False
1984-06-10,5.0,90.08858580256555,4.034986849146292,210.4081379745024,1004.0696949809148,6,162,2,23,6,1,450.44292901282773,848.9940696804757,5020.348474904575,25.0,8115.953291906215,2.0087276692340086,7.685714285714285,8.356666666666667,1095.5160995934516,3.9,12.4,1185.7057474908695,2,0,False,False,True,False,True,False,False,False
1987-03-13,11.5,71.06442132442547,0.4610598036377814,775.0907756998024,1017.9851080420118,3,72,1,11,4,0,817.2408452308929,357.36320084560657,11706.828742483136,132.25,5050.151978175457,0.6790138464256685,10.657142857142857,13.3,919.9607603616663,11.8,17.6,1024.202066654835,1,1,False,True,False,False,False,True,False,False
1982-05-05,11.8,78.22459635424175,6.778990108439182,223.82338693094158,1005.6157499405614,5,125,2,18,2,0,923.0502369800528,1517.2965260422088,11866.265849298625,139.24,6119.087474784053,2.603649382777793,10.3,11.370000000000001,979.744717047826,13.8,8.7,1080.6567367304426,1,1,False,True,False,False,False,True,False,False
1985-07-29,10.3,73.20100352302069,1.203745175046877,418.3763865603657,1017.5531378783033,7,210,3,31,0,0,753.9703362871131,503.6185566755873,10480.797320146525,106.09000000000002,5358.386916777287,1.0971532140256788,3.8571428571428577,6.263333333333334,1244.4876522462296,4.1,8.4,1207.3876802863128,2,1,False,False,True,False,False,True,False,False
1989-07-13,7.5,46.857845968717925,3.322937596976941,201.63893541395987,995.9360058952855,7,194,3,28,3,0,351.43384476538444,670.0335995014524,7469.520044214641,56.25,2195.6577288280946,1.822892645488741,7.714285714285714,6.8566666666666665,1006.1514875731037,7.1,7.0,1117.8435495414426,2,1,False,False,True,False,False,True,False,False
1985-08-13,6.7,47.31440313260296,0.9637098175061024,307.3831192046472,1009.0987180902655,8,225,3,33,1,0,317.0065009884398,296.22812971316705,6760.961411204779,44.89,2238.652743794469,0.9816872299801512,7.214285714285714,6.203333333333334,1084.4384991749614,5.6,10.4,1256.1857396925782,2,1,False,False,True,False,False,True,False,False
1987-12-19,10.9,61.74474424363444,1.9842884154192486,123.55545379717235,1024.835354447686,12,353,4,51,5,1,673.0177122556155,245.1696556315973,11170.70536347978,118.81,3812.413441711829,1.4086477258062957,15.357142857142856,12.673333333333334,976.5414132728464,12.5,13.9,935.5255869082472,3,1,False,False,False,True,False,True,False,False
1987-06-23,9.6,81.69032562484888,3.603095740016866,366.2312618159755,1013.4608501354046,6,174,2,26,1,0,784.2271259985492,1319.5662993101428,9729.224161299884,92.16,6673.309300693842,1.898182219919064,8.057142857142859,8.083333333333334,1076.826860612104,9.4,4.2,923.6799941425164,2,1,False,False,True,False,False,True,False,False
1986-12-21,12.6,65.10199766839996,1.4965468481166866,333.02381888673,1027.612422272462,12,355,4,51,6,1,820.2851706218395,498.38574650271806,12947.916520633022,158.76,4238.270100416354,1.2233343157602858,11.328571428571427,12.306666666666668,981.5027609937034,10.2,9.8,903.5152110579206,3,1,False,False,False,True,False,True,False,False
1983-05-14,14.5,91.93816509643283,2.5967027012414303,791.3803733873289,1002.1934057042575,5,134,2,19,5,1,1333.103393898276,2054.9795532843286,14531.804382711734,210.25,8452.62620129894,1.6114287763476953,11.700000000000001,11.326666666666664,969.186697940555,10.0,11.6,1049.9767003737245,1,1,False,True,False,False,False,True,False,False
1984-05-17,7.5,63.67576927473118,3.8154372385835797,288.9737356018241,1009.4006682851914,5,138,2,20,3,0,477.5682695604838,1102.5611517878053,7570.505012138936,56.25,4054.6035927287994,1.9533144238917552,6.671428571428572,8.796666666666665,1136.0935280119622,7.1,9.5,932.770544629365,1,1,False,True,False,False,False,True,False,False
1984-04-12,12.0,73.28734931625722,1.7386644102311073,424.17282168413254,996.2057338061529,4,103,2,15,3,0,879.4481917950866,737.4941888495069,11954.468805673834,144.0,5371.035569803108,1.3185842446469271,10.985714285714284,11.823333333333332,904.4156395229709,11.2,9.7,1059.6059215332589,1,1,False,True,False,False,False,True,False,False
1986-05-10,12.3,56.065080589347616,0.16215763152751256,205.21269375130407,999.8795112292628,5,130,2,19,5,1,689.6004912489757,33.276804378092244,12298.517988119933,151.29000000000002,3143.293261490043,0.40268800767779583,10.828571428571431,11.250000000000002,1006.3584523134842,12.9,7.7,947.0174380546783,1,1,False,True,False,False,False,True,False,False
1982-06-22,6.9,59.23166683655262,2.8248749718984394,94.50616865144542,990.0,6,173,2,25,1,0,408.69850117221307,266.96811051348107,6831.0,47.61000000000001,3508.3903562363676,1.6807364373685838,7.257142857142857,7.153333333333333,1061.6862691996005,6.2,7.3,1227.9882001382236,2,1,False,False,True,False,False,True,False,False
1987-09-11,9.0,75.34561707867792,3.0148087706953612,173.31642104584108,1015.3107107448192,9,254,3,37,4,0,678.1105537081013,522.5158662745317,9137.796396703372,81.0,5676.962012966762,1.7363204688925835,8.042857142857143,7.846666666666666,1056.8360268433883,7.0,6.3,870.5615910974927,0,1,True,False,False,False,False,True,False,False
1981-02-26,16.9,52.41173715166042,0.09669359850486385,286.67889177887474,1013.6725995952489,2,57,1,9,3,0,885.758357863061,27.72001366148583,17131.066933159706,285.60999999999996,2746.9901912547407,0.3109559430286931,16.142857142857142,17.316666666666666,958.1121246891872,18.5,16.1,988.8681021810671,3,3,False,False,False,True,False,False,True,False
1985-02-24,10.3,63.75978971235951,0.03638702351072528,274.71922281078946,1030.0,2,55,1,8,6,1,656.725834037303,9.996214819264372,10609.0,106.09000000000002,4065.310784164306,0.19075382960959206,13.72857142857143,14.526666666666667,959.3524277629133,13.4,13.0,842.9233190442911,3,1,False,False,False,True,False,True,False,False
1983-05-16,6.7,59.18447660096024,8.74311878572798,366.3147562934586,1019.9739332619528,5,136,2,20,0,0,396.5359932264336,3202.7334272387043,6833.825352855084,44.89,3502.80227052961,2.9568765252759506,10.87142857142857,11.406666666666666,965.6083597310447,11.7,11.2,831.0127369789548,1,1,False,True,False,False,False,True,False,False
1987-12-15,17.7,46.31423935330423,0.7550213177371172,20.702574772607118,1009.904966172402,12,349,4,51,1,0,819.7620365534849,15.630885285365027,17875.317901251517,313.28999999999996,2145.0087668751544,0.8689196267418047,15.185714285714285,13.093333333333334,992.4131481032898,16.2,11.3,998.8381217726355,3,3,False,False,False,True,False,False,True,False
1983-12-16,15.0,77.7533261317024,0.6913257618775555,376.54266179025694,1013.3767620470859,12,350,4,50,4,0,1166.299891975536,260.3136425415521,15200.651430706288,225.0,6045.579724542875,0.8314600182074634,13.5,13.166666666666666,952.7886041302434,13.9,13.8,920.2792579927786,3,1,False,False,False,True,False,True,False,False
1982-12-28,16.3,65.27650899598089,0.02859674141901827,78.85353367987305,1012.8076323893594,12,362,4,52,1,0,1064.0070966344886,2.2549541126191777,16508.764407946557,265.69,4261.0226267023745,0.16910571078180142,14.314285714285713,13.546666666666665,929.758597418753,15.3,12.0,926.5000630911576,3,3,False,False,False,True,False,False,True,False
