Date,Temperature,Temperature_C,Humidity,Wind_Speed,Solar_Radiation,Pressure,Energy_Consumption,Month,Day_of_Year,Quarter,Year,Week_of_Year,Day_of_Week,Is_Weekend,Season,Temp_Category,Temp_Humidity_Interaction,Wind_Solar_Interaction,Pressure_Temp_Interaction,Temperature_Squared,Humidity_Squared,Wind_Speed_Sqrt,Temp_MA_7,Temp_MA_30,Energy_MA_7,Temp_Lag_1,Temp_Lag_7,Energy_Lag_1
1982-06-29,7.7,7.7,30.0,0.3202396994422136,136.73099152401966,1016.7788228228123,972.268055183322,6,180,2,1982,26,1,0,Summer,Cool,231.0,43.78669163008791,7829.196935735656,59.290000000000006,900.0,0.5658972516651884,4.8999999999999995,5.54,1232.3589099259354,7.3,6.9,1047.8601286519252
1982-06-30,9.0,9.0,53.046571167942844,8.353863094461069,328.99335178010773,1011.0270991087993,832.9662245207057,6,181,2,1982,26,2,0,Summer,Cool,477.4191405114856,2748.36541975889,9099.243891979195,81.0,2813.938712675625,2.890305017547641,4.914285714285714,5.6066666666666665,1183.0019134022373,7.7,8.9,972.268055183322
1982-07-01,4.2,4.2,73.6560819077081,0.4691608185918849,34.323281507418265,990.0,1375.6913350977452,7,182,3,1982,26,3,0,Summer,Cold,309.355544012374,16.10313884878006,4158.0,17.64,5425.218401995005,0.6849531506547619,4.942857142857143,5.51,1203.2270098928204,9.0,4.0,832.9662245207057
1982-07-02,1.6,1.6,61.95431920935511,0.2793360926665708,157.40558951097674,1008.0469675739658,1424.9656877818375,7,183,3,1982,26,4,0,Summer,Cold,99.12691073496819,43.9690623378744,1612.8751481183454,2.5600000000000005,3838.337668694668,0.5285225564406602,4.985714285714287,5.263333333333334,1195.0489064603373,4.2,1.3,1375.6913350977452
1982-07-03,2.6,2.6,70.56718810056964,0.45514386900763654,84.00392189114366,1001.1630765796388,1398.1801811605353,7,184,3,1982,26,5,1,Summer,Cold,183.47468906148106,38.23387002135042,2603.0239991070607,6.760000000000001,4979.728036421177,0.674643512536537,5.242857142857143,5.246666666666667,1198.9384572491276,1.6,0.8,1424.9656877818375
1982-07-04,3.4,3.4,55.94022219926269,2.9312044983965837,335.23611965112974,1030.0,1189.8412937266287,7,185,3,1982,26,6,1,Summer,Cold,190.19675547749316,982.6456219464069,3502.0,11.559999999999999,3129.3084597028824,1.712076078448789,5.114285714285715,5.276666666666667,1177.3961294461,2.6,4.3,1398.1801811605353
1982-07-05,3.9,3.9,66.2988468120935,1.1085300650392804,119.82610438750194,1013.5931276541937,1316.7231679418628,7,186,3,1982,27,0,0,Summer,Cold,258.56550256716463,132.83083929008114,3953.0131978513555,15.209999999999999,4395.537088613441,1.0528675439195951,4.628571428571428,5.406666666666666,1215.8051350589483,3.4,7.3,1189.8412937266287
1982-07-06,7.0,7.0,62.664841469118805,1.666731777335055,388.18347087859934,1020.4112001288327,1045.4010782465384,7,187,3,1982,27,1,0,Summer,Cool,438.65389028383163,646.9977263495784,7142.878400901829,49.0,3926.8823563497917,1.2910196657429565,4.5285714285714285,5.586666666666667,1226.2527097822647,3.9,7.7,1316.7231679418628
1982-07-07,7.8,7.8,82.5167309248971,0.042465979806594556,259.6262150605872,1019.3512709375077,1211.1062003303985,7,188,3,1982,27,2,0,Summer,Cool,643.6305012141974,11.025281606025471,7950.93991331256,60.839999999999996,6809.01088253187,0.20607275367353772,4.357142857142857,5.760000000000001,1280.2727063265065,7.0,9.0,1045.4010782465384
1982-07-08,5.3,5.3,68.8163126495182,0.07007606736386808,107.27654959013,1016.1032847596175,1264.1054246627934,7,189,3,1982,27,3,0,Summer,Cool,364.72645704244644,7.517518715641285,5385.347409225973,28.09,4735.684886676238,0.2647188458796768,4.514285714285714,5.746666666666667,1264.3318619786564,7.8,4.2,1211.1062003303985
1982-07-09,2.4,2.4,70.06403993112804,1.1805514995878807,62.791978952428764,1008.8378238010067,1420.6079451446767,7,190,3,1982,27,4,0,Summer,Cold,168.1536958347073,74.12916491438042,2421.210777122416,5.76,4908.969691470704,1.086531867727717,4.628571428571428,5.75,1263.7093273162047,5.3,1.6,1264.1054246627934
1982-07-10,2.8,2.8,58.82184550816299,3.392773963111159,88.55683016528764,1007.5617094607211,1274.3537555620528,7,191,3,1982,27,5,1,Summer,Cold,164.70116742285634,300.45330764044473,2821.172786490019,7.839999999999999,3460.0095089861943,1.8419484148887446,4.6571428571428575,5.693333333333333,1246.0198379449928,2.4,2.6,1420.6079451446767
1982-07-11,4.0,4.0,57.6859066389126,4.329805034313114,129.6612994186597,992.7940649966766,1115.126237235295,7,192,3,1982,27,6,1,Summer,Cold,230.7436265556504,561.4081469784927,3971.1762599867066,16.0,3327.6638247533406,2.0808183568762346,4.742857142857143,5.553333333333333,1235.346258446231,2.8,3.4,1274.3537555620528
1982-07-12,7.5,7.5,58.51162718270569,0.18139611274190656,258.45109432271204,1014.4219313514131,977.4708168203127,7,193,3,1982,28,0,0,Summer,Cool,438.8372038702927,46.8820238440318,7608.164485135599,56.25,3423.610515567943,0.425906225291327,5.257142857142857,5.573333333333333,1186.8816368574383,4.0,3.9,1115.126237235295
1982-07-13,7.8,7.8,70.91678213567445,1.5459532643861007,161.56513722800102,1016.0038093695789,1074.1634783091365,7,194,3,1982,28,1,0,Summer,Cool,553.1509006582608,249.77215130861651,7924.829713082715,60.839999999999996,5029.189988478715,1.24336368950766,5.371428571428572,5.590000000000001,1190.9905511520951,7.5,7.0,977.4708168203127
1982-07-14,5.6,5.6,58.68523278769605,4.888981447279088,291.7953017820077,1012.5217015380209,1034.3936788603328,7,195,3,1982,28,2,0,Summer,Cool,328.6373036110979,1426.5818168154383,5670.121528612917,31.359999999999996,3443.9565473460757,2.2111041240247116,5.057142857142857,5.576666666666667,1165.7459052278,7.8,7.8,1074.1634783091365
1982-07-15,3.3,3.3,69.34662285344619,0.9819569570060966,408.5563986491917,1014.4342186871507,1243.4978949325666,7,196,3,1982,28,3,0,Summer,Cold,228.84385541637243,401.18479798293,3347.632921667597,10.889999999999999,4808.954101178106,0.9909374132638734,4.771428571428571,5.4433333333333325,1162.8019724091962,5.6,5.3,1034.3936788603328
1982-07-16,5.0,5.0,95.0,3.5388123298035152,168.20282752470038,1000.9358966604588,1277.815318752629,7,197,3,1982,28,4,0,Summer,Cold,475.0,595.2382399522238,5004.679483302294,25.0,9025.0,1.881173125951866,5.142857142857143,5.3566666666666665,1142.4030257817608,3.3,2.4,1243.4978949325666
1982-07-17,3.7,3.7,78.06687055147539,0.2870379876437126,69.40563406521603,1010.0595268603378,1412.7643730711645,7,198,3,1982,28,5,1,Summer,Cold,288.847421040459,19.922053533215518,3737.22024938325,13.690000000000001,6094.4362777008155,0.5357592627698681,5.271428571428571,5.213333333333334,1162.1759711402053,5.0,2.8,1277.815318752629
1982-07-18,3.9,3.9,60.10964701748238,5.478911145142548,214.8484512366452,1006.5014620621821,1222.229877361323,7,199,3,1982,28,6,1,Summer,Cold,234.4276233681813,1177.1355739970707,3925.35570204251,15.209999999999999,3613.1696645663283,2.340707402718791,5.257142857142858,5.076666666666667,1177.4764911582095,3.7,4.0,1412.7643730711645
1982-07-19,5.2,5.2,83.01820883245918,2.7840077993678456,556.9319305076832,1019.6500591563502,1070.5922808206005,7,200,3,1982,29,0,0,Summer,Cool,431.69468592878775,1550.502838250381,5302.180307613021,27.040000000000003,6892.022997749804,1.6685346263616603,4.928571428571429,5.0233333333333325,1190.7795574439647,3.9,7.5,1222.229877361323
1982-07-20,0.2,0.2,58.87886940467673,5.671803263285601,303.2460854966211,1013.4098432823525,1302.2789724178863,7,201,3,1982,29,1,0,Summer,Cold,11.775773880935347,1719.95213729832,202.68196865647053,0.04000000000000001,3466.7212623729774,2.3815547995554502,3.842857142857143,4.786666666666666,1223.3674851737862,5.2,7.8,1070.5922808206005
1982-07-21,0.8,0.8,34.428131972332196,2.257837243837193,203.16765745652296,1006.6018736080813,1179.1792776158004,7,202,3,1982,29,2,0,Summer,Cold,27.542505577865757,458.71950374849473,805.2814988864651,0.6400000000000001,1185.2962711043224,1.5026101436624182,3.1571428571428575,4.6066666666666665,1244.0511421388528,0.2,5.6,1302.2789724178863
1982-07-22,0.9,0.9,49.87870533623894,0.9032398814306208,77.8482269293596,1011.400491154317,1355.6120436470308,7,203,3,1982,29,3,0,Summer,Cold,44.890834802615046,70.31562326125882,910.2604420388853,0.81,2487.8852460193507,0.9503893315008438,2.8142857142857145,4.406666666666667,1260.067449098062,0.8,3.3,1179.1792776158004
1982-07-23,3.5,3.5,36.938121184612164,5.5670946184237575,140.584677481384,1002.6047532427903,1181.433663477125,7,204,3,1982,29,4,0,Summer,Cold,129.28342414614258,782.6482014394525,3509.116636349766,12.25,1364.4247966490939,2.359469139112389,2.6,4.226666666666667,1246.2986412015616,0.9,5.0,1355.6120436470308
1982-07-24,6.6,6.6,59.72729773938037,0.6447313805758969,36.772750161018216,1009.7182487315885,1212.4888955192919,7,205,3,1982,29,5,1,Summer,Cool,394.2001650799104,23.70854597888581,6664.140441628483,43.559999999999995,3567.350095248591,0.8029516676462518,3.0142857142857147,4.3133333333333335,1217.6878586941511,3.5,3.7,1181.433663477125
1982-07-25,9.5,9.5,65.27627568784328,0.8074508107230448,59.29944307539189,1018.8268696168162,1182.7886424893227,7,206,3,1982,29,6,1,Summer,Cool,620.1246190345112,47.88138338665023,9678.855261359755,90.25,4260.99216767532,0.898582667717915,3.814285714285714,4.586666666666667,1212.0533965695795,6.6,3.9,1212.4888955192919
1982-07-26,9.0,9.0,90.14655968412924,2.413342336620334,218.0599513991774,999.6770512647842,1054.0734176442852,7,207,3,1982,30,0,0,Summer,Cool,811.3190371571632,526.2533126330072,8997.093461383058,81.0,8126.402222884276,1.5534935907883025,4.357142857142857,4.86,1209.6935589729633,9.5,5.2,1182.7886424893227
1982-07-27,3.5,3.5,69.90391060646245,2.8990332537535135,28.587859869455162,1012.3884339715444,1455.4333149343836,7,208,3,1982,30,1,0,Summer,Cold,244.66368712261857,82.8771564151961,3543.3595189004054,12.25,4886.556718076293,1.702654766461338,4.828571428571428,4.833333333333333,1231.5727507610343,9.0,0.2,1054.0734176442852
1982-07-28,4.5,4.5,61.71349206786704,5.30154896401161,124.54665728522582,1005.5006508622175,1166.8387942559502,7,209,3,1982,30,2,0,Summer,Cold,277.71071430540167,660.2902019015979,4524.752928879979,20.25,3808.555103210688,2.3025092755538705,5.357142857142857,4.739999999999999,1229.80982456677,3.5,0.8,1455.4333149343836
1982-07-29,5.7,5.7,77.44108371775233,0.4583293062832141,53.2669295997368,999.6841833864233,1269.2983508388666,7,210,3,1982,30,3,0,Summer,Cool,441.41417719118834,24.41379489128417,5698.1998453026135,32.49,5997.1214473799255,0.6770002262061765,6.042857142857143,4.673333333333333,1217.4792970227466,4.5,0.9,1166.8387942559502
1982-07-30,5.6,5.6,31.832970364881724,3.1989557099814614,62.12021051007072,1030.0,1236.2307360986401,7,211,3,1982,30,4,0,Summer,Cool,178.26463404333765,198.71980211644112,5768.0,31.359999999999996,1013.3380022514381,1.7885624702485126,6.3428571428571425,4.5600000000000005,1225.3074502543916,5.7,3.5,1269.2983508388666
1982-07-31,7.1,7.1,68.53421837162848,2.6829942468069166,170.5430046498745,1025.537740179981,1108.892316166464,7,212,3,1982,30,5,1,Summer,Cool,486.5929504385622,457.56590030877845,7281.317955277865,50.41,4696.939087810059,1.6379848127522174,6.414285714285714,4.656666666666667,1210.5079389182733,5.6,6.6,1236.2307360986401
1982-08-01,9.7,9.7,76.5629779083045,0.13184067081431353,88.66297034371118,1007.0193667635117,1169.5371502488467,8,213,3,1982,30,6,1,Summer,Cool,742.6608857105537,11.689385486504468,9768.087857606062,94.08999999999999,5861.8895861875235,0.3630987067097782,6.442857142857143,4.926666666666666,1208.614868598205,7.1,9.5,1108.892316166464
1982-08-02,8.3,8.3,42.821206313302376,0.9795088486805695,43.42921325126886,1010.1023090327103,1010.2013996926722,8,214,3,1982,31,0,0,Summer,Cool,355.4160124004097,42.5392986708533,8383.849164971496,68.89000000000001,1833.6557101264073,0.9897013936943655,6.342857142857142,5.116666666666666,1202.3474374622606,9.7,9.0,1169.5371502488467
1982-08-03,9.1,9.1,82.15631064810394,0.6647047496052972,104.13826795213113,992.777541907966,1052.7734929510766,8,215,3,1982,31,1,0,Summer,Cool,747.6224268977459,69.22120132345067,9034.27563136249,82.80999999999999,6749.659379307756,0.8152942717849164,7.1428571428571415,5.306666666666667,1144.8246057503595,8.3,3.5,1010.2013996926722
1982-08-04,2.8,2.8,70.07744611241621,0.7262209994211712,41.88489593770134,997.0751279435508,1328.7978599055284,8,216,3,1982,31,2,0,Summer,Cold,196.21684911476538,30.41769098852922,2791.810358241942,7.839999999999999,4910.848453638598,0.8521860122186771,6.9,5.2700000000000005,1167.9616151288706,9.1,4.5,1052.7734929510766
1982-08-05,2.2,2.2,58.77068129148798,8.142844149357277,372.1622200124035,1001.7197159296852,1149.042469795232,8,217,3,1982,31,3,0,Summer,Cold,129.29549884127357,3030.4589558398156,2203.783375045308,4.840000000000001,3453.9929794656555,2.853566916922972,6.3999999999999995,5.11,1150.7822035512086,2.8,5.7,1328.7978599055284
1982-08-06,4.5,4.5,74.49172799159427,2.058792399679602,268.50043322424295,1012.6641502482,1185.7732825762816,8,218,3,1982,31,4,0,Summer,Cold,335.21277596217425,552.7866512327519,4556.9886761169,20.25,5549.01753917367,1.4348492602638097,6.242857142857142,5.0,1143.5739959051573,2.2,5.6,1149.042469795232
1982-08-07,3.8,3.8,95.0,2.529400980610554,267.6658354628649,1011.8527848820609,1358.801402163633,8,219,3,1982,31,5,1,Summer,Cold,361.0,677.0342266957136,3845.040582551831,14.44,9025.0,1.5904090607798216,5.771428571428571,4.95,1179.275293904753,4.5,7.1,1185.7732825762816
1982-08-08,3.8,3.8,67.72799382587743,7.511546544454928,81.40776265483267,1016.3172194662329,1194.2288353114552,8,220,3,1982,31,6,1,Summer,Cold,257.36637653833424,611.4981982617153,3862.005433971685,14.44,4587.081147678092,2.740720077726824,4.928571428571429,4.996666666666667,1182.8026774851255,3.8,9.7,1358.801402163633
1982-08-09,6.2,6.2,68.72330879450504,0.9470654020657482,223.25296333188987,1019.7860765907019,1193.8121745528697,8,221,3,1982,32,0,0,Summer,Cool,426.0845145259313,211.43515748028602,6322.673674862352,38.440000000000005,4722.893171664894,0.9731728531282344,4.628571428571428,5.11,1209.0327881794396,3.8,8.3,1194.2288353114552
1982-08-10,11.5,11.5,58.109586506896335,3.2373626877724084,189.55551825004352,1015.780092848865,841.8344780536797,8,222,3,1982,32,1,0,Summer,Cool,668.2602448293078,613.6599620440527,11681.471067761948,132.25,3376.7240440024684,1.7992672641307095,4.971428571428571,5.36,1178.898643194097,6.2,9.1,1193.8121745528697
1982-08-11,10.2,10.2,52.25233445802812,1.1401994775582243,86.92100802219373,1002.1859215203873,931.766738175247,8,223,3,1982,32,2,0,Summer,Cool,532.9738114718868,99.1072879357395,10222.29639950795,104.03999999999999,2730.306456313633,1.06780123504247,6.028571428571429,5.45,1122.1799115183426,11.5,2.8,841.8344780536797
1982-08-12,7.9,7.9,77.45503724816368,4.073280214166815,153.8439121513705,1016.2402343422207,1061.9112201634516,8,224,3,1982,32,3,0,Summer,Cool,611.8947942604931,626.6493634361951,8028.297851303544,62.410000000000004,5999.282795114423,2.0182369073443325,6.8428571428571425,5.453333333333333,1109.732590142374,10.2,2.2,931.766738175247
1982-08-13,9.0,9.0,52.15874261136699,0.3985062800984595,34.9053519017432,1019.3535181129914,1113.3569629421718,8,225,3,1982,32,4,0,Summer,Cool,469.4286835023029,13.910001941891373,9174.181663016923,81.0,2720.5344307988303,0.6312735382529981,7.485714285714286,5.566666666666666,1099.3874016232155,7.9,4.5,1061.9112201634516
1982-08-14,9.5,9.5,66.07349355829089,5.9009892839167755,64.36661647885677,1008.7272741823447,900.1334232640742,8,226,3,1982,32,5,1,Summer,Cool,627.6981888037635,379.8267140837147,9582.909104732274,90.25,4365.706550997508,2.4291951926341318,8.3,5.773333333333334,1033.8634046375641,9.0,3.8,1113.3569629421718
1982-08-15,6.0,6.0,57.83513829852325,0.4937757301670222,150.57617353886528,994.535783409475,1107.8741654722457,8,227,3,1982,32,6,1,Summer,Cool,347.0108297911395,74.35086003490945,5967.214700456851,36.0,3344.9032220093104,0.7026917746544513,8.614285714285714,5.8066666666666675,1021.5270232319629,9.5,3.8,900.1334232640742
1982-08-16,8.2,8.2,72.18469738619588,0.7897047665833375,109.20362141321347,1024.8406905844388,1190.0764214376877,8,228,3,1982,33,0,0,Summer,Cool,591.9145185668061,86.2386203581769,8403.693662792397,67.24,5210.630536736674,0.8886533444394037,8.9,5.956666666666666,1020.9933442155083,6.0,6.2,1107.8741654722457
1982-08-17,9.2,9.2,70.00493157930423,2.822750417803184,209.32423482150097,1013.8831454946525,1026.8456080555977,8,229,3,1982,33,1,0,Summer,Cool,644.0453705295988,590.8700712987237,9327.724938550802,84.63999999999999,4900.690445423066,1.6801042877759655,8.571428571428571,6.133333333333332,1047.4235056443538,8.2,11.5,1190.0764214376877
1982-08-18,4.3,4.3,80.56309916386849,1.000942635398074,88.96474356163824,990.0,1274.9821716773783,8,230,3,1982,33,2,0,Summer,Cold,346.4213264046345,89.04860487810001,4257.0,18.49,6490.412946887307,1.0004712066811687,7.728571428571428,6.1033333333333335,1096.454281858944,9.2,10.2,1026.8456080555977
1982-08-19,6.6,6.6,57.349754017178796,1.8740656221431098,122.74768333662148,1030.0,1073.6470055721181,8,231,3,1982,33,3,0,Summer,Cool,378.50837651338003,230.03721353887096,6798.0,43.559999999999995,3288.9942858309155,1.3689651646930647,7.542857142857143,6.316666666666666,1098.1308226316105,4.3,7.9,1274.9821716773783
1982-08-20,9.4,9.4,60.95187597059943,1.1760379876267237,160.4419063673049,1008.2123748091517,1022.2723714704981,8,232,3,1982,33,4,0,Summer,Cool,572.9476341236347,188.6857766952005,9477.196323206026,88.36000000000001,3715.1311843353365,1.0844528517306429,7.6,6.6033333333333335,1085.1187381356572,6.6,9.0,1073.6470055721181
1982-08-21,13.2,13.2,50.31854426326539,2.7124611754345755,82.63133190937864,1030.0,960.9688363063876,8,233,3,1982,33,5,1,Summer,Cool,664.2047842751031,224.13427967863774,13596.0,174.23999999999998,2531.955896774198,1.6469551224713366,8.128571428571428,7.013333333333333,1093.8095114274163,9.4,9.5,1022.2723714704981
1982-08-22,6.6,6.6,58.33560109885833,0.5183998088380105,121.0538591526186,1016.7736436613525,1099.928461184896,8,234,3,1982,33,6,1,Summer,Cool,385.01496725246494,62.75429744382093,6710.706048164926,43.559999999999995,3403.042355565121,0.7199998672486062,8.214285714285714,7.116666666666666,1092.6744108149376,13.2,6.0,960.9688363063876
1982-08-23,5.1,5.1,70.65950739567279,0.12047261731786105,188.5794222487701,1010.9732032492883,1289.6393686061629,8,235,3,1982,34,0,0,Summer,Cool,360.3634877179312,22.71865657059941,5155.96333657137,26.009999999999998,4992.765985399138,0.3470916555001878,7.771428571428571,7.066666666666666,1106.8976889818628,6.6,8.2,1099.928461184896
1982-08-24,12.1,12.1,76.35482924968028,0.7131481765441472,443.7646431797838,1014.8359472430731,878.2971290908888,8,236,3,1982,34,1,0,Summer,Cool,923.8934339211313,316.46994609842693,12279.514961641184,146.41,5830.059949747831,0.8444810101737914,8.185714285714285,7.153333333333333,1085.67647770119,5.1,9.2,1289.6393686061629
1982-08-25,11.2,11.2,51.167520137335615,1.2860821076543123,83.06707394023104,1005.9072828285615,904.3887254037196,8,237,3,1982,34,2,0,Summer,Cool,573.0762255381588,106.83107752972893,11266.161567679888,125.43999999999998,2618.1151170046455,1.1340556016590686,9.171428571428573,7.226666666666666,1032.734556804953,12.1,4.3,878.2971290908888
1982-08-26,8.5,8.5,78.0440888015849,0.3678938792889803,109.6385653218127,1013.6131039755604,1114.614499437585,8,238,3,1982,34,3,0,Summer,Cool,663.3747548134717,40.33535711591995,8615.711383792264,72.25,6090.879796869671,0.6065425618116014,9.442857142857141,7.393333333333333,1038.587055928591,11.2,6.6,904.3887254037196
1982-08-27,4.6,4.6,85.33456788207427,0.8763814639187116,301.1832398263787,1030.0,1283.3445388588118,8,239,3,1982,34,4,0,Summer,Cold,392.53901225754163,263.9514086268222,4738.0,21.159999999999997,7281.988475620341,0.9361524789897806,8.757142857142856,7.396666666666666,1075.8830798412075,8.5,9.4,1114.614499437585
1982-08-28,7.0,7.0,71.20152354835551,1.0215946426449123,353.19789165279263,1004.0137756974925,1011.4453066539098,8,240,3,1982,34,5,1,Summer,Cool,498.4106648384886,360.8250739059711,7028.096429882447,49.0,5069.656955607024,1.0107396512677793,7.871428571428571,7.4399999999999995,1083.0940041765678,4.6,13.2,1283.3445388588118
1982-08-29,14.2,14.2,93.151937188371,0.11820922307277382,238.59299575233428,1018.3336470893518,1122.3637487947303,8,241,3,1982,34,6,1,Summer,Cool,1322.7575080748682,28.203892658489057,14460.337788668794,201.64,8677.283401946215,0.3438156818307941,8.957142857142857,7.726666666666666,1086.299045263687,7.0,6.6,1011.4453066539098
1982-08-30,12.7,12.7,53.39316201344641,1.7508122699111237,347.0973267580659,1005.8024115527312,889.0456590073229,8,242,3,1982,35,0,0,Summer,Cool,678.0931575707693,607.7022585413723,12773.690626719686,161.29,2850.829749794136,1.3231826290845583,10.042857142857143,7.913333333333332,1029.0713724638526,14.2,5.1,1122.3637487947303
1982-08-31,7.6,7.6,46.33017945032874,4.31426013007785,78.9865513390663,1011.3191901559518,945.8169282550758,8,243,3,1982,35,1,0,Summer,Cool,352.10936382249844,340.76852925448094,7686.025845185233,57.76,2146.485527899664,2.077079712018258,9.4,7.843333333333333,1038.7170580587365,12.7,12.1,889.0456590073229
1982-09-01,4.0,4.0,38.319196266435824,0.32914304089827245,324.9323396580561,1030.0,1092.7880479044557,9,244,3,1982,35,2,0,Autumn,Cold,153.2767850657433,106.94921836124291,4120.0,16.0,1468.3608025056292,0.5737098926271643,8.371428571428572,7.699999999999999,1065.631246987413,7.6,11.2,945.8169282550758
1982-09-02,10.0,10.0,87.44066467233775,1.8216514515285644,275.1348219593281,1018.2646181341187,1033.745972497173,9,245,3,1982,35,3,0,Autumn,Cool,874.4066467233774,501.1997477882632,10182.646181341186,100.0,7645.869838340214,1.3496856861982958,8.585714285714285,7.7299999999999995,1054.0786002816399,4.0,8.5,1092.7880479044557
1982-09-03,10.5,10.5,74.81548484531086,2.185693114443944,61.33037771140122,1020.4567352347359,1109.6969110791408,9,246,3,1982,35,4,0,Autumn,Cool,785.562590875764,134.04938427005598,10714.795719964726,110.25,5597.356772638939,1.4784089807776277,9.428571428571429,7.9866666666666655,1029.2717963131156,10.0,4.6,1033.745972497173
1982-09-04,5.0,5.0,64.16622993634317,1.087161460271869,124.20416692463007,1013.7084639605229,1298.6905353180462,9,247,3,1982,35,5,1,Autumn,Cold,320.83114968171583,135.02998348563182,5068.542319802615,25.0,4117.305064243663,1.042670350720624,9.142857142857142,8.08,1070.3068289794207,10.5,7.0,1109.6969110791408
1982-09-05,4.5,4.5,69.19952939479731,2.4152762760188624,16.86010323033727,1030.0,1364.4467276333971,9,248,3,1982,35,6,1,Autumn,Cold,311.3978822765879,40.721807343462594,4635.0,20.25,4788.574868461417,1.554115914601888,7.757142857142857,8.08,1104.8901116706588,5.0,14.2,1298.6905353180462
1982-09-06,8.2,8.2,48.11766429052435,1.0577468312433034,178.47598095052186,1003.5036125490924,929.9257277661782,9,249,3,1982,36,0,0,Autumn,Cool,394.5648471822997,188.78240330345469,8228.729622902558,67.24,2315.3096167756025,1.0284681965152367,7.114285714285714,8.226666666666667,1110.7301214933525,4.5,12.7,1364.4467276333971
1982-09-07,4.3,4.3,95.0,1.404930066368124,320.916503104749,997.2062809246246,1332.808539523594,9,250,3,1982,36,1,0,Autumn,Cold,408.5,450.86524400558125,4287.987007975886,18.49,9025.0,1.1852974590237355,6.642857142857143,8.243333333333332,1166.0146373888551,8.2,7.6,929.9257277661782
1982-09-08,9.8,9.8,66.93831772962841,0.014760422882694028,105.02400362975004,1029.8601258386102,993.7473531862452,9,251,3,1982,36,2,0,Autumn,Cool,655.9955137503584,1.550198706408703,10092.62923321838,96.04000000000002,4480.738380472685,0.12149248076607057,7.471428571428571,8.363333333333333,1151.865966714825,4.3,4.0,1332.808539523594
1982-09-09,5.8,5.8,66.64092191907339,2.3534943766060223,68.22876941407701,1009.1841645135158,1120.723847017235,9,252,3,1982,36,3,0,Autumn,Cool,386.51734713062564,160.57602513877922,5853.268154178391,33.64,4441.012474224037,1.5341102882798296,6.871428571428571,8.173333333333334,1164.291377360548,9.8,10.0,993.7473531862452
1982-09-10,5.0,5.0,75.88649935848038,2.1655330704036055,63.923308066366744,1017.1025906898077,1463.5394171945695,9,253,3,1982,36,4,0,Autumn,Cold,379.4324967924019,138.42803758731475,5085.512953449039,25.0,5758.760784884643,1.4715750305042572,6.0857142857142845,8.0,1214.8403068056093,5.8,10.5,1120.723847017235
1982-09-11,8.5,8.5,72.2151384760507,0.07831525512523473,158.61628364926625,1030.0,1099.5904896736179,9,254,3,1982,36,5,1,Autumn,Cool,613.8286770464309,12.422074721008883,8755.0,72.25,5215.026225115178,0.2798486289500714,6.5857142857142845,8.02,1186.3974431421195,5.0,5.0,1463.5394171945695
1982-09-12,9.0,9.0,68.35826036418698,0.9185234054202026,237.08698687999495,1017.2355883701672,1001.8474849375884,9,255,3,1982,36,6,1,Autumn,Cool,615.2243432776828,217.76994656982785,9155.120295331504,81.0,4672.851760017976,0.9583962674281461,7.228571428571428,8.02,1134.5975513284325,8.5,4.5,1099.5904896736179
1982-09-13,3.6,3.6,53.142883168320324,7.729500440141046,449.9740861824586,1030.0,1094.623160726548,9,256,3,1982,37,0,0,Autumn,Cold,191.31437940595316,3478.074897199379,3708.0,12.96,2824.1660314417436,2.7801979138437334,6.571428571428571,7.823333333333333,1158.1257560370568,9.0,8.2,1001.8474849375884
1982-09-14,6.7,6.7,72.07202535703993,1.0919958359123716,15.040038442082004,1014.3619586280549,1276.9937794174252,9,257,3,1982,37,1,0,Autumn,Cool,482.88256989216757,16.42365935071554,6796.225122807969,44.89,5194.376839065807,1.0449860457979196,6.914285714285714,7.846666666666666,1150.1522188790327,3.6,4.3,1094.623160726548
1982-09-15,6.7,6.7,93.2303674471255,1.3940911594338155,414.0107296185267,1005.9187313599156,1190.3049388388667,9,258,3,1982,37,2,0,Autumn,Cool,624.6434618957409,577.1686980719318,6739.655500111435,44.89,8691.90141432604,1.1807163755253907,6.471428571428572,7.796666666666667,1178.2318739722643,6.7,9.8,1276.9937794174252
1982-09-16,10.1,10.1,85.18130069232467,4.814339778304967,185.6853066378513,990.0,1035.801939718672,9,259,3,1982,37,3,0,Autumn,Cool,860.3311369924792,893.9521579933628,9999.0,102.00999999999999,7255.853987636231,2.194160381172025,7.085714285714287,7.826666666666667,1166.1001729296127,6.7,5.8,1190.3049388388667
1982-09-17,15.0,15.0,88.89779939959095,2.526468332323109,310.6139168618371,1016.0054744840099,947.8055813171252,9,260,3,1982,37,4,0,Autumn,Cool,1333.4669909938643,784.7562245302744,15240.08211726015,225.0,7902.8187380899135,1.589486814139428,8.514285714285716,8.183333333333334,1092.4239106614061,10.1,5.0,1035.801939718672
1982-09-18,8.9,8.9,57.33176485353222,1.7448832766855982,264.0278662887387,990.6357379649484,960.9315681795889,9,261,3,1982,37,5,1,Autumn,Cool,510.2527071964368,460.6978084662014,8816.65806788804,79.21000000000001,3286.9312612207123,1.3209403001974003,8.571428571428573,8.26,1072.6154933051164,15.0,8.5,947.8055813171252
